student_id,course_id
D001826333,2950
D001826333,2174
D001826333,2910
D001826333,2997
D001826333,2002
D001826333,2987
D001826333,2175
D001826333,2172
D001829969,2158
D001829969,2157
D001829969,2160
D001829969,2156
D001829969,1972
D001829969,2159
D001829969,2192
D001829969,3898
D001829969,2914
D001829969,1350
D001840414,1334
D001840414,2981
D001840414,1335
D001843125,2151
D001843125,2930
D001843125,2154
D001843125,2152
D001843125,1364
D001843125,2150
D001843125,2893
D001843125,2977
D001843125,2153
D001848878,1352
D001848878,1305
D001848878,2192
D001848878,2176
D001848878,1304
D001848878,3779
D001848878,1306
D001849424,2175
D001849424,1967
D001849424,2918
D001849424,1973
D001849424,2174
D001849424,2172
D001849424,2889
D001849424,2190
D001851090,1294
D001851090,1300
D001851090,2958
D001851090,2907
D001851090,2983
D001851090,1303
D001851090,1296
D001851090,1298
D001851090,1299
D001851090,1301
D001851090,1302
D001851090,2979
D001851991,3808
D001851991,3780
D001851991,1315
D001851991,2872
D001851991,2876
D001851991,3007
D001851991,2979
D001851991,1316
D001851991,1317
D001852073,1294
D001852073,1303
D001852073,1299
D001852073,1300
D001852073,2866
D001852073,1302
D001852073,2927
D001852073,1298
D001852073,1296
D001852073,1301
D001860290,2967
D001860290,2157
D001860290,2158
D001860290,2192
D001860290,1311
D001860290,2160
D001860290,2156
D001860290,2002
D001860290,2159
D001860764,3767
D001860764,2144
D001860764,2142
D001860764,2143
D001860764,2140
D001860764,2972
D001860764,1312
D001860764,2918
D001860764,2145
D001860764,2147
D001860764,1353
D001860764,2975
D001860764,2146
