student_id,course_id
D0973589,2158
D0973589,2160
D0973589,2919
D0973589,2157
D0973589,2940
D0973589,3892
D0973589,2156
D0973589,2955
D0973589,2976
D0973589,2159
D0973593,2951
D0973593,1332
D0973593,3026
D0973593,3040
D0973593,1331
D0973593,1973
D0973593,2975
D097359791,2196
D097359791,2960
D097359791,2194
D097359791,2195
D097359791,2936
D097359791,1364
D0973600,1338
D0973600,3008
D0973600,2867
D0973600,2924
D0973600,2976
D0973600,3011
D0973600,1337
D097363095,1334
D097363095,1335
D097363095,1360
D097363095,2952
D097363095,2967
D097363095,2167
D0973653,2945
D0973653,2975
D0973653,2971
D0973653,2938
D0973653,3026
D0973657,2145
D0973657,2140
D0973657,3002
D0973657,3012
D0973657,2143
D0973657,2146
D0973657,2144
D0973657,2142
D0973657,3767
D0973657,3025
D0973657,2147
D097366089,2951
D097366089,3027
D097366089,3767
D097366089,2147
D097366089,2952
D097366089,2146
D097366089,2140
D097366089,2862
D097366089,2144
D097366089,2143
D097366089,2142
D097366089,2977
D097366089,2145
D0973665,1279
D0973665,1283
D0973665,1276
D0973665,1274
D0973665,1282
D0973665,1277
D0973665,1280
D0973665,1281
D0973665,1278
D0973724,2165
D0973724,1338
D0973724,2940
D0973724,2979
D0973724,3033
D0973724,3031
D0973724,1337
D0973725,1346
D0973725,1347
D0973725,1348
D097372721,1294
D097372721,1300
D097372721,1303
D097372721,2905
D097372721,1296
D097372721,1298
D097372721,1302
D097372721,2873
D097372721,1299
D097372721,1356
D097372721,2863
D097372721,2955
D097372721,1301
