student_id,course_id
D047107496,2182
D047107496,1346
D047107496,2898
D047107496,2872
D047107496,1348
D047108639,2903
D047108639,1337
D047108639,1338
D047108639,2931
D047110434,2158
D047110434,2157
D047110434,2159
D047110434,2188
D047110434,2160
D047110434,2156
D047110526,1279
D047110526,1274
D047110526,1278
D047110526,1283
D047110526,1281
D047110526,1280
D047110526,2888
D047110526,1276
D047110526,2954
D047110526,1282
D047114340,2888
D047114340,1278
D047114340,1280
D047114340,1281
D047114340,1968
D047114340,1282
D047114340,1279
D047114340,1274
D047114340,1276
D047114340,1283
D047116313,2151
D047116313,2001
D047116313,3813
D047116313,2154
D047116313,2152
D047116313,2153
D047116313,2947
D047116313,2882
D047116313,2150
D047116986,3892
D047116986,1311
D047116986,2998
D047116986,1337
D047116986,1338
D047117839,2137
D047117839,2957
D047117839,2132
D047117839,2135
D047117839,3767
D047117839,2134
D047117839,2139
D047117839,2136
D047117839,2138
D047118010,1302
D047118010,1296
D047118010,1301
D047118010,1300
D047118010,1299
D047118010,2974
D047118010,2894
D047118010,1303
D047118010,1294
D047118010,1298
D047118010,2874
D047121027,2887
D047121027,2195
D047121027,2196
D047121027,2194
D047121027,3809
D047121027,1972
D047121027,2905
D047121027,2947
D047124127,1334
D047124127,1335
D047124127,2935
D047124127,2972
D047124202,1348
D047124202,3813
D047124202,1346
D047124202,2192
D047126305,1338
D047126305,1337
D047126305,2926
D047126305,1351
D047126305,2954
D047126305,1360
D047126305,3891
D047127937,1331
D047127937,1353
D047127937,1332
