student_id,course_id
D031787604,2918
D031787604,2965
D031787604,1323
D031787604,1334
D031787604,1335
D031790734,2954
D031790734,1338
D031790734,2923
D031790734,1337
D031790734,1355
D031790734,3004
D031790734,2995
D031790956,1284
D031790956,3818
D031790956,1288
D031790956,1286
D031790956,1291
D031790956,1292
D031790956,1293
D031790956,1362
D031790956,1290
D031790956,1289
D031793216,1289
D031793216,1291
D031793216,1353
D031793216,1284
D031793216,1290
D031793216,2002
D031793216,1286
D031793216,2881
D031793216,1288
D031793216,2989
D031793216,1293
D031793216,2870
D031793216,1292
D031793360,1334
D031793360,3009
D031793360,2952
D031793360,1335
D031793360,2925
D031793360,2918
D031797610,2151
D031797610,2150
D031797610,2154
D031797610,2153
D031797610,2152
D031797610,2910
D031799300,2188
D031799300,1337
D031799300,1338
D031800198,1296
D031800198,1362
D031800198,2165
D031800198,2977
D031800198,2888
D031800198,2890
D031800198,1303
D031800198,1301
D031800198,1299
D031800198,1298
D031800198,1300
D031800198,1302
D031800198,1294
D031804219,2143
D031804219,3767
D031804219,2144
D031804219,2147
D031804219,2146
D031804219,2145
D031804219,2888
D031804219,2001
D031804219,2140
D031804219,2921
D031804219,2967
D031804219,2180
D031804219,2142
D031804387,2952
D031804387,1362
D031804387,1337
D031804387,1338
D031804387,2917
D031806060,1280
D031806060,2163
D031806060,1274
D031806060,1967
D031806060,1279
D031806060,1276
D031806060,2001
D031806060,1278
D031806060,1354
D031806060,1282
D031806060,1281
D031806060,1283
