student_id,course_id
D016410763,1306
D016410763,3779
D016410763,2928
D016410763,1304
D016410763,2930
D016410763,3809
D016410763,2924
D016410763,2911
D016410763,1305
D016412217,2165
D016412217,2947
D016412217,1351
D016412217,2897
D016412217,1318
D016412217,1319
D016412217,1320
D016412408,1301
D016412408,1303
D016412408,1299
D016412408,2881
D016412408,1294
D016412408,1298
D016412408,1362
D016412408,2988
D016412408,1302
D016412408,1296
D016412408,1300
D016412408,2999
D016417083,2163
D016417083,2919
D016417083,2979
D016417083,1316
D016417083,2966
D016417083,2181
D016417083,3780
D016417083,1317
D016417083,1315
D016420748,2182
D016420748,3828
D016420748,2196
D016420748,2165
D016420748,2195
D016420748,2864
D016420748,2194
D016420748,2192
D016424296,2158
D016424296,2160
D016424296,2156
D016424296,2159
D016424296,2191
D016424296,2958
D016424296,2157
D016430525,1296
D016430525,1294
D016430525,1300
D016430525,1298
D016430525,1301
D016430525,1299
D016430525,2892
D016430525,1302
D016430525,1303
D016435216,2145
D016435216,3767
D016435216,2146
D016435216,2203
D016435216,2142
D016435216,2140
D016435216,2147
D016435216,2951
D016435216,2144
D016435216,2947
D016435216,2143
D016435216,2184
D016437074,1338
D016437074,2925
D016437074,1337
D016438460,2194
D016438460,2196
D016438460,3011
D016438460,2195
D016438460,2901
D016440050,2938
D016440050,2156
D016440050,3898
D016440050,2947
D016440050,2881
D016440050,2159
D016440050,2160
D016440050,2158
D016440050,2157
D016440869,2908
D016440869,1320
D016440869,1318
D016440869,1319
D016447950,1337
D016447950,1338
D016447950,3002
