student_id,course_id
D0760538,1302
D0760538,1298
D0760538,1296
D0760538,1294
D0760538,1300
D0760538,1303
D0760538,1297
D0760538,1299
D0760538,1301
D0760547,3891
D0760547,2956
D0760547,2889
D0760547,2900
D0760547,2170
D0760547,2168
D0760547,2982
D0760547,2171
D0760574,3780
D0760574,1307
D0760574,3039
D0760574,3019
D0760574,2869
D0760574,1326
D0760574,1308
D0760574,1309
D0760574,3810
D0760578,2166
D0760578,2895
D0760578,1323
D0760578,1971
D0760578,1338
D0760578,2980
D0760578,1337
D0760584,1296
D0760584,1301
D0760584,1294
D0760584,1302
D0760584,1299
D0760584,1300
D0760584,1297
D0760584,1303
D0760584,1298
D0760600,2962
D0760600,2958
D0760600,3042
D0760600,2943
D0760600,2994
D0760610,1305
D0760610,2938
D0760610,3893
D0760610,2997
D0760610,1361
D0760610,3779
D0760610,2894
D0760610,1304
D0760610,1306
D0760620,3818
D0760620,3034
D0760620,1338
D0760620,2918
D0760620,2916
D0760620,1337
D0760620,2908
D076062865,2174
D076062865,2175
D076062865,1973
D076062865,2987
D076062865,2920
D076062865,1312
D076062865,2172
D076062940,2159
D076062940,2160
D076062940,3827
D076062940,2156
D076062940,2966
D076062940,2158
D076062940,2863
D076062940,1329
D076062940,2157
D076062940,1311
D0760639,2877
D0760639,2142
D0760639,2145
D0760639,2931
D0760639,2993
D0760639,3767
D0760639,2143
D0760639,2146
D0760639,2144
D0760639,2140
D0760639,2147
