student_id,course_id
D0966320,2877
D0966320,3008
D0966320,2179
D0966320,2880
D0966320,2866
D096632345,2154
D096632345,2150
D096632345,2151
D096632345,2958
D096632345,2152
D096632345,2153
D096632345,2887
D096634752,2900
D096634752,2912
D096634752,1348
D096634752,1346
D0966350,1304
D0966350,3779
D0966350,2202
D0966350,2967
D0966350,2885
D0966350,1306
D0966350,2958
D0966350,1305
D0966350,2866
D096635179,2188
D096635179,2172
D096635179,2950
D096635179,2870
D096635179,2174
D096635179,2175
D0966354,2195
D0966354,2862
D0966354,2986
D0966354,2994
D0966354,2196
D0966354,1328
D0966354,2874
D0966354,2194
D096637081,3898
D096637081,1970
D096637081,2174
D096637081,2175
D096637081,2997
D096637081,2172
D0966397,3031
D0966397,2950
D0966397,1351
D0966397,2171
D0966397,2170
D0966397,3007
D0966397,2974
D0966397,2168
D0966412,2960
D0966412,1331
D0966412,1332
D0966412,2192
D0966412,2916
D0966412,2971
D0966412,3014
D096644409,2172
D096644409,1350
D096644409,2983
D096644409,2175
D096644409,2174
D0966455,2172
D0966455,2175
D0966455,2174
D0966455,2905
D0966455,2980
D0966455,2985
D0966455,1353
D0966455,2873
D096646595,2156
D096646595,2948
D096646595,2160
D096646595,2158
D096646595,2159
D096646595,2157
D096646595,2191
D096646595,2188
D096646915,1320
D096646915,3006
D096646915,1318
D096646915,1319
D0966479,1306
D0966479,2888
D0966479,3779
D0966479,1328
D0966479,2904
D0966479,2968
D0966479,3017
D0966479,1305
D0966479,1304
D0966527,2973
D0966527,2947
D0966527,3816
D0966527,2981
D0966527,2910
