student_id,course_id
D0932931,2160
D0932931,2159
D0932931,2158
D0932931,2994
D0932931,2157
D0932931,2156
D0932932,1341
D0932932,2188
D0932932,3039
D0932932,2915
D0932932,2974
D0932932,3000
D0932932,1340
D093293327,2872
D093293327,2899
D093293327,1346
D093293327,3827
D093293327,1348
D093293327,2908
D093293457,2999
D093293457,1340
D093293457,1341
D093293457,2163
D093293457,2914
D093293457,2981
D0932955,3780
D0932955,2954
D0932955,1308
D0932955,2164
D0932955,3043
D0932955,1309
D0932955,1307
D0932970,2177
D0932970,1335
D0932970,3006
D0932970,2960
D0932970,3019
D0932970,1334
D0932970,2931
D093297028,1283
D093297028,1274
D093297028,1279
D093297028,2167
D093297028,1282
D093297028,1278
D093297028,1280
D093297028,2885
D093297028,1281
D093297028,1276
D093297172,1289
D093297172,1288
D093297172,1284
D093297172,1291
D093297172,1293
D093297172,1286
D093297172,1324
D093297172,1292
D093297172,1290
D0932972,3039
D0932972,3042
D0932972,1332
D0932972,3816
D0932972,2927
D0932972,1331
D0932972,3897
D093297776,3900
D093297776,2919
D093297776,1338
D093297776,1337
D0932978,1309
D0932978,1307
D0932978,1308
D0932978,2993
D0932978,2948
D0932978,1322
D0932978,2996
D0932978,2974
D0932978,3780
D0932986,2157
D0932986,3000
D0932986,2159
D0932986,2158
D0932986,2940
D0932986,2160
D0932986,2182
D0932986,2156
D0932995,2004
D0932995,1335
D0932995,2964
D0932995,1334
D0932995,2920
D0932995,2908
D0932995,2985
