student_id,course_id
D076612589,2962
D076612589,1332
D076612589,2892
D076612589,2978
D076612589,1331
D076612589,2862
D076612688,1349
D076612688,3011
D076612688,2157
D076612688,2159
D076612688,2156
D076612688,2158
D076612688,2947
D076612688,2160
D0766132,1341
D0766132,1340
D0766132,2927
D0766132,1326
D0766132,2976
D0766132,2893
D0766132,1321
D076615252,2972
D076615252,1335
D076615252,1334
D076615252,2996
D0766163,2145
D0766163,2142
D0766163,3012
D0766163,2177
D0766163,2140
D0766163,2147
D0766163,2144
D0766163,2143
D0766163,2146
D0766163,3036
D0766163,3767
D0766163,2873
D0766163,2957
D076619960,2927
D076619960,2194
D076619960,2195
D076619960,2987
D076619960,2196
D076620461,2965
D076620461,2888
D076620461,2181
D076620461,1341
D076620461,1340
D076620461,2189
D0766209,3000
D0766209,2911
D0766209,2168
D0766209,3041
D0766209,2170
D0766209,2171
D0766209,3029
D0766209,2896
D0766246,1293
D0766246,1289
D0766246,1287
D0766246,1290
D0766246,1292
D0766246,1288
D0766246,1284
D0766246,1286
D0766246,1291
D076624780,2895
D076624780,1319
D076624780,2934
D076624780,2903
D076624780,1318
D076624780,1320
D076624780,2897
D076624780,2922
D0766257,1970
D0766257,2866
D0766257,3817
D0766257,1337
D0766257,1338
D0766257,3036
D0766257,1349
D0766263,3016
D0766263,2948
D0766263,2203
D0766263,2895
D0766263,2866
D0766270,2997
D0766270,1311
D0766270,3017
D0766270,2192
D0766270,2897
D0766286,3032
D0766286,2877
D0766286,2927
D0766286,3001
D0766286,3898
