student_id,course_id
D0631930,1346
D0631930,1348
D0631930,1347
D063193480,2203
D063193480,2985
D063193480,2136
D063193480,2137
D063193480,2969
D063193480,2134
D063193480,2924
D063193480,2139
D063193480,2138
D063193480,2176
D063193480,3767
D063193480,2132
D063193480,2135
D0631948,1278
D0631948,1280
D0631948,1281
D0631948,1279
D0631948,1282
D0631948,1283
D0631948,1274
D0631948,1277
D0631948,1276
D0631960,2937
D0631960,3040
D0631960,1360
D0631960,2986
D0631960,3024
D063196078,1290
D063196078,1289
D063196078,1291
D063196078,1286
D063196078,1293
D063196078,2868
D063196078,1284
D063196078,1292
D063196078,1288
D0631962,2135
D0631962,2137
D0631962,2134
D0631962,2136
D0631962,3767
D0631962,2138
D0631962,2928
D0631962,2139
D0631962,2132
D0631962,3892
D063197938,1340
D063197938,2179
D063197938,1341
D063197938,2924
D063197938,2999
D063198539,2158
D063198539,2157
D063198539,2159
D063198539,2160
D063198539,2872
D063198539,2156
D063198539,2893
D063199543,2914
D063199543,2887
D063199543,2175
D063199543,2949
D063199543,2868
D063199543,2172
D063199543,2174
D063199581,2874
D063199581,1338
D063199581,1337
D063199581,1355
D063199581,2954
D0632008,2897
D0632008,2190
D0632008,1367
D0632008,1364
D0632008,2941
D0632015,1276
D0632015,1280
D0632015,1274
D0632015,1283
D0632015,1277
D0632015,1278
D0632015,1279
D0632015,1281
D0632015,1282
D0632039,1348
D0632039,1347
D0632039,1346
D0632048,2177
D0632048,1332
D0632048,3900
D0632048,2975
D0632048,1331
D0632048,3036
D0632048,3031
