student_id,course_id
D019260655,2976
D019260655,2168
D019260655,2171
D019260655,2959
D019260655,2170
D019264370,2896
D019264370,3827
D019264370,1304
D019264370,3779
D019264370,1306
D019264370,1305
D019269535,1331
D019269535,1327
D019269535,2885
D019269535,2941
D019269535,1332
D019269535,2163
D019271934,2154
D019271934,1352
D019271934,2153
D019271934,2151
D019271934,2152
D019271934,2150
D019273310,1338
D019273310,1337
D019273310,1311
D019276137,2198
D019276137,2981
D019276137,1335
D019276137,1334
D019276137,1360
D019276137,2999
D019276137,2965
D019279763,2999
D019279763,1331
D019279763,1332
D019279763,1353
D019279763,2862
D019279763,2903
D019280080,1302
D019280080,2915
D019280080,1298
D019280080,1299
D019280080,1303
D019280080,1294
D019280080,1296
D019280080,1301
D019280080,1300
D019280080,2979
D019280080,2984
D019282107,3813
D019282107,3828
D019282107,2974
D019282107,1346
D019282107,1348
D019283500,2901
D019283500,2150
D019283500,2873
D019283500,3813
D019283500,1325
D019283500,2153
D019283500,2882
D019283500,2152
D019283500,2154
D019283500,2151
D019284118,2949
D019284118,1337
D019284118,1338
D019290133,1307
D019290133,2002
D019290133,1308
D019290133,3780
D019290133,1309
D019291352,1274
D019291352,1280
D019291352,1281
D019291352,2935
D019291352,1276
D019291352,1283
D019291352,1282
D019291352,1278
D019291352,1279
D019298498,1313
D019298498,2175
D019298498,2174
D019298498,2172
D019298498,2920
D019298498,1310
D019299136,1315
D019299136,3780
D019299136,2922
D019299136,1316
D019299136,1317
