student_id,course_id
D091568472,2168
D091568472,2870
D091568472,2171
D091568472,2170
D091568472,2893
D091568472,2981
D0915692,2993
D0915692,2157
D0915692,2931
D0915692,2159
D0915692,2160
D0915692,2158
D0915692,2156
D0915709,2994
D0915709,3027
D0915709,2182
D0915709,2172
D0915709,3816
D0915709,2935
D0915709,2174
D0915709,2175
D091575050,2928
D091575050,1307
D091575050,1308
D091575050,2908
D091575050,3808
D091575050,1309
D091575050,3780
D091576057,2134
D091576057,2139
D091576057,2132
D091576057,2902
D091576057,2135
D091576057,2137
D091576057,3767
D091576057,2943
D091576057,2138
D091576057,2913
D091576057,2136
D091576057,2920
D091578020,2180
D091578020,2914
D091578020,2170
D091578020,1330
D091578020,2168
D091578020,2171
D091580443,2901
D091580443,1304
D091580443,1306
D091580443,3779
D091580443,1305
D091580443,2908
D091580757,2194
D091580757,2922
D091580757,2895
D091580757,2916
D091580757,2196
D091580757,2195
D091581150,3019
D091581150,1288
D091581150,1291
D091581150,1356
D091581150,1293
D091581150,1292
D091581150,1290
D091581150,1324
D091581150,1284
D091581150,1286
D091581150,1289
D091581150,1350
D0915814,3034
D0915814,2918
D0915814,2880
D0915814,2927
D0915814,2937
D091584922,2153
D091584922,2150
D091584922,2154
D091584922,2180
D091584922,2874
D091584922,2152
D091584922,2151
D0915896,2185
D0915896,1331
D0915896,1332
D0915896,3036
D0915896,3043
D0915896,1322
D0915896,2916
D091589743,1335
D091589743,2976
D091589743,2918
D091589743,1334
D091589743,2967
D091589934,2891
D091589934,1332
D091589934,2886
D091589934,1331
