student_id,course_id
D071578057,2895
D071578057,1304
D071578057,2929
D071578057,1306
D071578057,1305
D071578057,3006
D071578057,2930
D071578057,3779
D0715792,1282
D0715792,1274
D0715792,1279
D0715792,1277
D0715792,1283
D0715792,1281
D0715792,1276
D0715792,1280
D0715792,1278
D0715793,1330
D0715793,1308
D0715793,3032
D0715793,2932
D0715793,1307
D0715793,3811
D0715793,1309
D0715793,3780
D0715793,2994
D071579696,2168
D071579696,2972
D071579696,2171
D071579696,2170
D0715800,3892
D0715800,1335
D0715800,2951
D0715800,1334
D0715800,2896
D0715800,2991
D0715800,2961
D0715826,2873
D0715826,2908
D0715826,2926
D0715826,3004
D0715826,2992
D071583990,2925
D071583990,1311
D071583990,1332
D071583990,1351
D071583990,2956
D071583990,1331
D0715864,3039
D0715864,2147
D0715864,3767
D0715864,2142
D0715864,2146
D0715864,2140
D0715864,2144
D0715864,3816
D0715864,3897
D0715864,2145
D0715864,2143
D0715864,2994
D0715864,2940
D071586779,1335
D071586779,1334
D071586779,2870
D0715881,1301
D0715881,1298
D0715881,1297
D0715881,1302
D0715881,1303
D0715881,1296
D0715881,1299
D0715881,1300
D0715881,1294
D071589183,1282
D071589183,1283
D071589183,1274
D071589183,1278
D071589183,2874
D071589183,2162
D071589183,2932
D071589183,1280
D071589183,1276
D071589183,1281
D071589183,1279
D0715911,2945
D0715911,2196
D0715911,2194
D0715911,2985
D0715911,1328
D0715911,3815
D0715911,2195
D0715911,2956
