student_id,course_id
D0862835,2875
D0862835,2156
D0862835,3808
D0862835,2160
D0862835,2158
D0862835,2999
D0862835,2159
D0862835,3041
D0862835,2157
D0862835,2951
D086283663,1315
D086283663,1316
D086283663,3809
D086283663,3780
D086283663,1317
D0862848,2966
D0862848,2153
D0862848,2999
D0862848,3820
D0862848,2988
D0862848,2154
D0862848,2152
D0862848,2151
D0862848,2150
D0862848,2917
D086285339,2962
D086285339,1331
D086285339,1332
D086285339,2891
D086285339,2176
D086285339,2885
D086285513,1317
D086285513,3780
D086285513,1315
D086285513,2988
D086285513,3809
D086285513,2957
D086285513,1316
D086285612,2171
D086285612,2168
D086285612,2002
D086285612,2966
D086285612,2170
D086285612,2863
D086288033,1293
D086288033,1288
D086288033,1292
D086288033,2944
D086288033,2976
D086288033,1291
D086288033,1286
D086288033,1290
D086288033,1284
D086288033,1289
D0862918,1338
D0862918,1356
D0862918,1337
D0862918,3006
D0862918,3001
D0862918,2904
D0862918,3032
D086292115,1341
D086292115,2913
D086292115,3899
D086292115,2163
D086292115,1340
D086292115,2967
D0862926,2165
D0862926,2945
D0862926,2960
D0862926,2002
D0862926,2162
D0862950,2929
D0862950,2953
D0862950,2192
D0862950,1311
D0862950,2191
D086296595,2146
D086296595,2144
D086296595,2140
D086296595,2193
D086296595,2862
D086296595,2143
D086296595,2145
D086296595,3767
D086296595,2142
D086296595,2147
D0862991,1332
D0862991,2951
D0862991,1352
D0862991,2863
D0862991,1331
D0862991,1364
D0862991,2998
