student_id,course_id
D091960535,2976
D091960535,2171
D091960535,2168
D091960535,1972
D091960535,2170
D091961068,2196
D091961068,3828
D091961068,2195
D091961068,2943
D091961068,2877
D091961068,2194
D091961068,2908
D091961068,2947
D0919615,2863
D0919615,1318
D0919615,1319
D0919615,2975
D0919615,2981
D0919615,3041
D0919615,2927
D0919615,1320
D091965455,2989
D091965455,1332
D091965455,1331
D091966803,1346
D091966803,3828
D091966803,3011
D091966803,1348
D091966803,2004
D0919702,2882
D0919702,1973
D0919702,2977
D0919702,2176
D0919702,2965
D091973900,1286
D091973900,1292
D091973900,1293
D091973900,2944
D091973900,1289
D091973900,2997
D091973900,1290
D091973900,1288
D091973900,1284
D091973900,1291
D0919766,2188
D0919766,2959
D0919766,2181
D0919766,3049
D0919766,2191
D0919785,2145
D0919785,2177
D0919785,2147
D0919785,3767
D0919785,2144
D0919785,2146
D0919785,2142
D0919785,2140
D0919785,2143
D0919811,2138
D0919811,3767
D0919811,2137
D0919811,2139
D0919811,2132
D0919811,2135
D0919811,3045
D0919811,2134
D0919811,2136
D091981998,1350
D091981998,1281
D091981998,1274
D091981998,1282
D091981998,2935
D091981998,1349
D091981998,1283
D091981998,1280
D091981998,1278
D091981998,1279
D091981998,1276
D0919834,3828
D0919834,3780
D0919834,2884
D0919834,2959
D0919834,1351
D0919834,1309
D0919834,3891
D0919834,1308
D0919834,1307
D091984173,3780
D091984173,1315
D091984173,1316
D091984173,1317
D091984173,2973
D0919849,1348
D0919849,1347
D0919849,1346
