student_id,course_id
D0817974,2868
D0817974,2899
D0817974,3018
D0817974,2911
D0817974,2877
D081797516,2139
D081797516,3767
D081797516,1329
D081797516,2137
D081797516,2162
D081797516,2866
D081797516,2136
D081797516,2132
D081797516,2963
D081797516,2138
D081797516,2929
D081797516,2135
D081797516,2134
D0817979,1308
D0817979,1307
D0817979,3780
D0817979,1362
D0817979,2873
D0817979,2909
D0817979,1309
D0817979,3029
D0817979,3010
D0817988,2136
D0817988,3767
D0817988,3813
D0817988,2134
D0817988,2137
D0817988,3030
D0817988,2138
D0817988,2191
D0817988,3034
D0817988,2139
D0817988,2135
D0817988,2132
D0818006,3031
D0818006,1319
D0818006,2883
D0818006,1320
D0818006,1360
D0818006,2975
D0818006,1318
D0818006,3828
D0818016,2905
D0818016,2864
D0818016,3011
D0818016,2970
D0818016,2943
D081803378,2191
D081803378,1972
D081803378,2170
D081803378,2977
D081803378,2168
D081803378,2171
D081803576,2870
D081803576,1335
D081803576,2925
D081803576,1334
D081803576,2926
D0818038,2136
D0818038,2139
D0818038,2908
D0818038,1356
D0818038,2135
D0818038,2137
D0818038,3030
D0818038,3767
D0818038,2134
D0818038,2138
D0818038,2132
D0818038,3048
D0818057,1315
D0818057,3780
D0818057,1316
D0818057,2944
D0818057,2950
D0818057,2879
D0818057,1361
D0818057,3028
D0818057,1317
D0818061,2925
D0818061,2983
D0818061,2189
D0818061,1364
D0818061,2951
D081807192,3899
D081807192,2941
D081807192,2886
D081807192,1331
D081807192,1353
D081807192,1332
