student_id,course_id
D045534539,2160
D045534539,2948
D045534539,2157
D045534539,2156
D045534539,2158
D045534539,2159
D045534539,2191
D045536212,1282
D045536212,1279
D045536212,1278
D045536212,1281
D045536212,1276
D045536212,1274
D045536212,1280
D045536212,1283
D045536212,2996
D045540202,2184
D045540202,1348
D045540202,1364
D045540202,2974
D045540202,1346
D045544217,1348
D045544217,1346
D045544217,1364
D045546150,2908
D045546150,2160
D045546150,2156
D045546150,2159
D045546150,2158
D045546150,2157
D045551475,1276
D045551475,1280
D045551475,1281
D045551475,1282
D045551475,1313
D045551475,1279
D045551475,2198
D045551475,1274
D045551475,1283
D045551475,1278
D045551475,3000
D045551475,2176
D045555244,1337
D045555244,2189
D045555244,2957
D045555244,2994
D045555244,1338
D045557316,1331
D045557316,1332
D045557316,2925
D045557729,2175
D045557729,2928
D045557729,2174
D045557729,2983
D045557729,2172
D045557729,3009
D045557828,1335
D045557828,2976
D045557828,1334
D045558597,2157
D045558597,1362
D045558597,2882
D045558597,2158
D045558597,2160
D045558597,2156
D045558597,2159
D045558597,2893
D045560224,1350
D045560224,1306
D045560224,2934
D045560224,2973
D045560224,1305
D045560224,3779
D045560224,2906
D045560224,1304
D045564376,2900
D045564376,2873
D045564376,2184
D045564376,2194
D045564376,2196
D045564376,2195
D045564376,2182
D045566639,1334
D045566639,1335
D045566639,2914
D045568541,2188
D045568541,1338
D045568541,1337
D045568541,2875
D045568541,1355
D045568541,1329
D045568541,2920
D045569319,3897
D045569319,2963
D045569319,1319
D045569319,1318
D045569319,1320
