student_id,course_id
D092697416,3780
D092697416,1315
D092697416,1316
D092697416,2968
D092697416,1317
D092697416,2894
D092698031,2927
D092698031,2900
D092698031,1348
D092698031,1346
D0926988,2139
D0926988,3767
D0926988,2132
D0926988,2997
D0926988,2138
D0926988,2198
D0926988,3025
D0926988,2136
D0926988,2134
D0926988,2137
D0926988,2135
D092698888,2184
D092698888,2961
D092698888,1305
D092698888,2930
D092698888,2966
D092698888,1306
D092698888,2933
D092698888,3779
D092698888,1304
D0927012,1284
D0927012,1288
D0927012,1291
D0927012,1293
D0927012,1292
D0927012,1289
D0927012,1290
D0927012,1287
D0927012,1286
D092708082,3013
D092708082,2967
D092708082,2167
D092708082,1341
D092708082,1340
D0927118,2001
D0927118,2947
D0927118,2873
D0927118,3015
D0927118,3042
D0927122,2188
D0927122,2965
D0927122,2885
D0927122,3017
D0927122,1330
D0927129,1317
D0927129,2918
D0927129,2989
D0927129,3008
D0927129,3780
D0927129,2955
D0927129,1315
D0927129,1316
D0927129,2001
D0927131,1346
D0927131,1347
D0927131,1348
D0927188,2172
D0927188,2174
D0927188,3048
D0927188,2985
D0927188,3043
D0927188,2175
D0927188,1314
D0927188,2177
D092719668,2002
D092719668,2174
D092719668,2172
D092719668,1311
D092719668,2914
D092719668,2175
D092719668,2973
D092719699,2898
D092719699,1348
D092719699,1346
D0927197,1280
D0927197,1283
D0927197,1274
D0927197,1282
D0927197,1276
D0927197,1278
D0927197,1279
D0927197,1277
D0927197,1281
